iLoad, totalDisp, Reaction-1, Reaction-2, Reaction-3
1456,  5.785000e-03,  2.771502e+02, -2.771502e+02, -2.524647e-13
1457,  5.786000e-03,  2.746231e+02, -2.746231e+02, -2.693401e-13
1458,  5.787000e-03,  2.720915e+02, -2.720915e+02, -1.687539e-14
1459,  5.788000e-03,  2.695548e+02, -2.695548e+02,  4.973799e-14
1460,  5.789000e-03,  2.670129e+02, -2.670129e+02,  1.820766e-14
1461,  5.790000e-03,  2.644653e+02, -2.644653e+02,  9.969803e-14
1462,  5.791000e-03,  2.619116e+02, -2.619116e+02, -1.865175e-13
1463,  5.792000e-03,  2.593513e+02, -2.593513e+02, -2.753353e-13
1464,  5.793000e-03,  2.567840e+02, -2.567840e+02, -1.612044e-13
1465,  5.794000e-03,  2.542094e+02, -2.542094e+02, -1.403322e-13
1466,  5.795000e-03,  2.516267e+02, -2.516267e+02, -6.905587e-14
1467,  5.796000e-03,  2.490358e+02, -2.490358e+02, -4.041212e-14
1468,  5.797000e-03,  2.464361e+02, -2.464361e+02, -1.820766e-14
1469,  5.798000e-03,  2.438268e+02, -2.438268e+02, -1.021405e-14
1470,  5.799000e-03,  2.412071e+02, -2.412071e+02,  1.800782e-13
1471,  5.800000e-03,  2.385763e+02, -2.385763e+02,  1.465494e-13
1472,  5.801000e-03,  2.359336e+02, -2.359336e+02, -5.773160e-14
1473,  5.802000e-03,  2.332782e+02, -2.332782e+02,  1.283418e-13
1474,  5.803000e-03,  2.306089e+02, -2.306089e+02, -9.015011e-14
1475,  5.804000e-03,  2.279245e+02, -2.279245e+02, -1.820766e-14
1476,  5.805000e-03,  2.252239e+02, -2.252239e+02,  1.114664e-13
1477,  5.806000e-03,  2.225059e+02, -2.225059e+02,  2.091660e-13
1478,  5.807000e-03,  2.197689e+02, -2.197689e+02, -2.611245e-13
1479,  5.808000e-03,  2.170113e+02, -2.170113e+02, -5.284662e-14
1480,  5.809000e-03,  2.142317e+02, -2.142317e+02, -5.528911e-14
1481,  5.810000e-03,  2.114282e+02, -2.114282e+02, -1.902922e-13
1482,  5.811000e-03,  2.085989e+02, -2.085989e+02, -2.180478e-13
1483,  5.812000e-03,  2.057416e+02, -2.057416e+02, -1.030287e-13
1484,  5.813000e-03,  2.028540e+02, -2.028540e+02, -6.927792e-14
1485,  5.814000e-03,  1.999333e+02, -1.999333e+02, -1.665335e-14
1486,  5.815000e-03,  1.969770e+02, -1.969770e+02,  4.152234e-14
1487,  5.816000e-03,  1.939812e+02, -1.939812e+02,  6.261658e-14
1488,  5.817000e-03,  1.909422e+02, -1.909422e+02, -1.887379e-14
1489,  5.818000e-03,  1.878559e+02, -1.878559e+02,  3.095302e-13
1490,  5.819000e-03,  1.847172e+02, -1.847172e+02, -2.631229e-13
1491,  5.820000e-03,  1.815212e+02, -1.815212e+02, -5.617729e-14
1492,  5.821000e-03,  1.782613e+02, -1.782613e+02, -9.947598e-14
1493,  5.822000e-03,  1.749306e+02, -1.749306e+02, -8.837375e-14
1494,  5.823000e-03,  1.715202e+02, -1.715202e+02,  4.551914e-14
1495,  5.824000e-03,  1.680207e+02, -1.680207e+02, -1.392220e-13
1496,  5.825000e-03,  1.644198e+02, -1.644198e+02, -5.995204e-15
1497,  5.826000e-03,  1.607033e+02, -1.607033e+02,  1.498801e-13
1498,  5.827000e-03,  1.568525e+02, -1.568525e+02,  1.376677e-14
1499,  5.828000e-03,  1.528461e+02, -1.528461e+02,  1.074696e-13
1500,  5.829000e-03,  1.486567e+02, -1.486567e+02,  7.771561e-15
1501,  5.830000e-03,  1.442474e+02, -1.442474e+02, -2.051692e-13
1502,  5.831000e-03,  1.395706e+02, -1.395706e+02, -7.549517e-14
1503,  5.832000e-03,  1.345612e+02, -1.345612e+02,  2.113865e-13
1504,  5.833000e-03,  1.291273e+02, -1.291273e+02, -2.127187e-13
1505,  5.834000e-03,  1.231314e+02, -1.231314e+02,  1.267875e-13
1506,  5.835000e-03,  1.163595e+02, -1.163595e+02,  1.874056e-13
1507,  5.836000e-03,  1.084542e+02, -1.084542e+02, -5.018208e-14
1508,  5.837000e-03,  9.875582e+01, -9.875582e+01, -7.105427e-15
1509,  5.838000e-03,  8.589162e+01, -8.589162e+01,  1.376677e-14
1510,  5.839000e-03,  6.665449e+01, -6.665449e+01, -1.992850e-13
1511,  5.840000e-03,  3.444555e+01, -3.444555e+01,  1.345590e-13
1512,  5.841000e-03,  3.330720e+00, -3.330720e+00,  8.737455e-14
1513,  5.842000e-03,  2.911203e-01, -2.911203e-01,  6.489096e-11
1514,  5.843000e-03,  2.588953e-01, -2.588953e-01,  2.567973e-12
1515,  5.844000e-03,  2.580263e-01, -2.580263e-01,  5.666009e-10
1516,  5.845000e-03,  2.580814e-01, -2.580814e-01,  3.870005e-10
1517,  5.846000e-03,  2.600431e-01, -2.600441e-01,  3.759763e-07
1518,  5.847000e-03,  2.585255e-01, -2.585255e-01,  2.593679e-10
1519,  5.848000e-03,  2.582293e-01, -2.582293e-01,  2.607137e-11
1520,  5.849000e-03,  2.584811e-01, -2.584811e-01,  1.900712e-09
1521,  5.850000e-03,  2.585015e-01, -2.585015e-01,  3.140301e-09
1522,  5.851000e-03,  2.586112e-01, -2.586112e-01,  2.493870e-09
1523,  5.852000e-03,  2.587523e-01, -2.587524e-01,  3.124121e-08
1524,  5.853000e-03,  2.587305e-01, -2.587305e-01,  5.420768e-09
1525,  5.854000e-03,  2.587888e-01, -2.587888e-01,  7.246616e-09
1526,  5.855000e-03,  2.588128e-01, -2.588128e-01,  8.728242e-12
1527,  5.856000e-03,  2.588917e-01, -2.588920e-01,  1.811112e-07
1528,  5.857000e-03,  2.589666e-01, -2.589667e-01,  2.024962e-08
1529,  5.858000e-03,  2.590191e-01, -2.590191e-01,  4.468239e-09
1530,  5.859000e-03,  2.600116e-01, -2.600124e-01,  3.321384e-07
1531,  5.860000e-03,  2.590717e-01, -2.590717e-01,  3.666591e-09
1532,  5.861000e-03,  2.593767e-01, -2.593768e-01,  5.898163e-08
1533,  5.862000e-03,  2.590931e-01, -2.590931e-01,  1.897780e-09
1534,  5.863000e-03,  2.595643e-01, -2.595644e-01,  5.335246e-08
1535,  5.864000e-03,  2.593466e-01, -2.593467e-01,  4.795345e-08
1536,  5.865000e-03,  2.593588e-01, -2.593588e-01,  1.261591e-08
1537,  5.866000e-03,  2.595836e-01, -2.595836e-01,  1.439300e-08
1538,  5.867000e-03,  2.596345e-01, -2.596349e-01,  2.031616e-07
1539,  5.868000e-03,  2.595311e-01, -2.595311e-01,  2.417757e-09
1540,  5.869000e-03,  2.596725e-01, -2.596726e-01,  3.663952e-08
1541,  5.870000e-03,  2.600659e-01, -2.600663e-01,  2.998360e-07
1542,  5.871000e-03,  2.597528e-01, -2.597528e-01,  1.047645e-08
1543,  5.872000e-03,  2.600161e-01, -2.600168e-01,  3.857383e-07
1544,  5.873000e-03,  2.599301e-01, -2.599302e-01,  7.899325e-08
1545,  5.874000e-03,  2.597369e-01, -2.597369e-01,  4.231553e-10
1546,  5.875000e-03,  2.599184e-01, -2.599186e-01,  8.653085e-08
1547,  5.876000e-03,  2.603502e-01, -2.603504e-01,  1.253573e-07
1548,  5.877000e-03,  3.367693e-01, -3.372876e-01,  4.711517e-04
1549,  5.878000e-03,  2.601881e-01, -2.601882e-01,  6.899037e-08
1550,  5.879000e-03,  2.602262e-01, -2.602262e-01,  1.420424e-08
1551,  5.880000e-03,  2.602990e-01, -2.602990e-01,  5.393315e-09
1552,  5.881000e-03,  2.603974e-01, -2.603975e-01,  3.038670e-08
1553,  5.882000e-03,  2.604021e-01, -2.604022e-01,  2.628888e-08
1554,  5.883000e-03,  2.603503e-01, -2.603503e-01,  8.753516e-10
1555,  5.884000e-03,  2.614053e-01, -2.614059e-01,  2.745813e-07
1556,  5.885000e-03,  2.605727e-01, -2.605727e-01,  2.193396e-09
1557,  5.886000e-03,  2.605074e-01, -2.605075e-01,  4.419443e-08
1558,  5.887000e-03,  2.608598e-01, -2.608598e-01,  6.255062e-09
1559,  5.888000e-03,  2.607069e-01, -2.607073e-01,  1.748304e-07
1560,  5.889000e-03,  2.607789e-01, -2.607789e-01,  3.177712e-09
1561,  5.890000e-03,  2.611215e-01, -2.611216e-01,  5.663614e-08
1562,  5.891000e-03,  2.608635e-01, -2.608637e-01,  7.548035e-08
1563,  5.892000e-03,  2.610168e-01, -2.610171e-01,  1.497348e-07
1564,  5.893000e-03,  2.691350e-01, -2.691403e-01,  3.927557e-06
1565,  5.894000e-03,  2.607878e-01, -2.607878e-01,  5.203446e-10
1566,  5.895000e-03,  2.608020e-01, -2.608020e-01,  5.274508e-09
1567,  5.896000e-03,  2.612298e-01, -2.612298e-01,  8.772865e-10
1568,  5.897000e-03,  2.609321e-01, -2.609321e-01,  1.035809e-10
1569,  5.898000e-03,  2.609993e-01, -2.609993e-01,  5.204614e-09
1570,  5.899000e-03,  2.613164e-01, -2.613167e-01,  1.694549e-07
1571,  5.900000e-03,  2.612061e-01, -2.612062e-01,  1.869709e-09
1572,  5.901000e-03,  2.612830e-01, -2.612831e-01,  1.512425e-08
1573,  5.902000e-03,  2.612490e-01, -2.612490e-01,  4.869452e-11
1574,  5.903000e-03,  2.626633e-01, -2.626634e-01,  2.978511e-07
1575,  5.904000e-03,  2.623315e-01, -2.623318e-01,  1.835410e-07
1576,  5.905000e-03,  2.616678e-01, -2.616679e-01,  6.069635e-08
1577,  5.906000e-03,  2.614643e-01, -2.614643e-01,  1.320977e-08
1578,  5.907000e-03,  2.615779e-01, -2.615779e-01,  8.296635e-09
1579,  5.908000e-03,  2.617222e-01, -2.617226e-01,  1.589300e-07
1580,  5.909000e-03,  2.616543e-01, -2.616544e-01,  1.835524e-08
1581,  5.910000e-03,  2.616866e-01, -2.616866e-01,  2.538623e-08
1582,  5.911000e-03,  2.617427e-01, -2.617427e-01,  5.211124e-09
1583,  5.912000e-03,  2.618055e-01, -2.618055e-01,  4.387437e-11
1584,  5.913000e-03,  2.617812e-01, -2.617812e-01,  3.073303e-10
1585,  5.914000e-03,  2.619921e-01, -2.619921e-01,  3.088645e-08
1586,  5.915000e-03,  2.621170e-01, -2.621170e-01,  1.439450e-08
